page,pseudo,fbid,fbid#,nb,interactions,intMoyennes,média
JCB,JCBBelgium,1859794577583959,#1859794577583959,116,1631,"14,1",non
Amelie Pans,ameliepans,339831539409950,#339831539409950,116,1477,"12,7",non
Siège Congo info,jetleeproduction,394546267637674,#394546267637674,116,870,"7,5",non
GuiHome vous détend,Guihomevousdetend1,100044580332906,#100044580332906,115,3089488,"26865,1",non
Top Chef - RTL TVI,TopChefRTLTVI,219796971376741,#219796971376741,115,65695,"571,3",non
Beverly Jo Scott,beverlyjoscottofficiel,142218955823745,#142218955823745,115,23966,"208,4",non
Bed & breakfast - Classic 21 RTBF,Classic21BedandBreakfast,135329993230274,#135329993230274,115,12981,"112,9",non
Centre Scolaire Sainte-Julienne Fléron,cssjfleron,853830194636731,#853830194636731,115,12353,"107,4",non
CaféDéclic Monde,CafeDeclicMonde,1436716649912751,#1436716649912751,115,8466,"73,6",non
Sports in Lux,sportsinlux,1040932026077835,#1040932026077835,115,4815,"41,9",non
Caroline Roose,CarolineRooseEU,2795331403829232,#2795331403829232,115,4574,"39,8",non
Commerçants Athois - ACA,aca.commercantsdath,174910862666772,#174910862666772,115,3705,"32,2",non
MFC Rebecq,MFCRebecq,122563591701310,#122563591701310,115,3269,"28,4",non
Bibliothèques de Visé,bibliothequesdevise,1031518896895915,#1031518896895915,115,2035,"17,7",non
Babiage,Babiagedoodoo,182809258436837,#182809258436837,115,1513,"13,2",non
Tintin,Tintin,12936316499,#12936316499,114,55874,"490,1",non
Belgian Army,belgianarmy,1508332442770474,#1508332442770474,114,44181,"387,6",non
depechemode.be,depechemodebe,100046829601935,#100046829601935,114,34770,305,non
Jeunes MR,jeunesmr,155785394464556,#155785394464556,114,9691,85,non
Commune de La Bruyère,communelabruyere,585635011889537,#585635011889537,114,8801,"77,2",non
SPF Mobilité et Transports,SPFMobilite,1172756689402445,#1172756689402445,114,8025,"70,4",non
Réseau-CHU,reseauchu,1432475620297744,#1432475620297744,114,7339,"64,4",non
Athénée Royal La Roche-en-Ardenne,atheneelaroche,1782647818678583,#1782647818678583,114,6539,"57,4",non
HC Visé BM (page officielle),hcvisebmofficiel,405720676156285,#405720676156285,114,3788,"33,2",non
MR Brabant wallon,MRbrabantwallon,287134971346679,#287134971346679,114,2483,"21,8",non
FPS Régionale Mons Borinage,fpsmb,767063246656286,#767063246656286,114,1669,"14,6",non
Pays des Lacs,lepaysdeslacs,323299844435888,#323299844435888,113,27101,"239,8",non
Karima Delli,KarimaDelliMEP,167413170756,#167413170756,113,20926,"185,2",non
Fédé ULiège,fedeULiege,120682034683954,#120682034683954,113,11074,98,non
Cuisine sauvage,cuisinesauvage.org,771923699522667,#771923699522667,113,10012,"88,6",non
Extratrail,extratrail,338827966289452,#338827966289452,113,9175,"81,2",non
I like Molenbeek,ilikemolenbeek,567264296637911,#567264296637911,113,9038,80,non
Collège Technique Saint-Henri Mouscron ASBL,sthenri.be,428747787315996,#428747787315996,113,7613,"67,4",non
LiègeTogether,liegetogether,545494932193735,#545494932193735,113,6662,59,non
PTB Herstal,PTB.Herstal,386439294699499,#386439294699499,113,3121,"27,6",non
Sibelga,Sibelga,137966102931720,#137966102931720,113,3026,"26,8",non
Centre Culturel de Doische,centreculturel.dedoische,386425501509688,#386425501509688,113,2177,"19,3",non
Sabam,SABAMofficial,500132523354251,#500132523354251,113,1514,"13,4",non
Olivier Maroy,Olivier.Maroy.MR,950095165072382,#950095165072382,113,1500,"13,3",non
Ecolo Régionale de Liège,EcoloRegionaleLiege,204666342955430,#204666342955430,113,1253,"11,1",non
"Diables Rouges, tous ensemble",DiablesRougesTousEnsemble,135043217012108,#135043217012108,112,273842,2445,non
Cliniques universitaires Saint-Luc,CliniquesUniversitairesSaintLuc,378482565607336,#378482565607336,112,63915,"570,7",non
Investigation - RTBF,investigationRTBF,153475074673361,#153475074673361,112,35691,"318,7",oui
CrossFit Soignies,crossfitsoignies,202750313524740,#202750313524740,112,4385,"39,2",non
Zone de police Du Val de l'Escaut,ZPValescaut,154293221737140,#154293221737140,112,3633,"32,4",non
Festival du Rire de Bastogne,FestivalDuRireDeBastogne,507606142626803,#507606142626803,112,3280,"29,3",non
La grande balade - RTL TVI,LaGrandeBaladeRTLTVI,896892100359353,#896892100359353,112,3140,28,non
Rochefort Tourisme,rochefort.tourisme,190534151529,#190534151529,112,2774,"24,8",non
Farmaline,farmaline,135738753113780,#135738753113780,112,2322,"20,7",non
Info Modave,blogModave,538593999519564,#538593999519564,112,2135,"19,1",non
Centre Culturel de Schaerbeek,CentreCulturelSchaerbeek,390803321121230,#390803321121230,112,1128,"10,1",non
Front des non-croyants,noncroyants,325822177454577,#325822177454577,111,16647,150,non
CaféDéclic Life,CafeDeclicLife,845160842203213,#845160842203213,111,14285,"128,7",non
Restaurant Tonton Toque,Tontontoque,640170212981851,#640170212981851,111,12851,"115,8",non
Carlo de Pascale,PageCarlodePascale,55202201310,#55202201310,111,9118,"82,1",non
Thibaut Fassuleto,ThibautFassuletoOfficiel,100050687580336,#100050687580336,111,8715,"78,5",non
Jeunes MR du Brabant Wallon,jmrbw,392814957480081,#392814957480081,111,4503,"40,6",non
Fridenbergs Real Estate Dour,Fridenbergsimmobilier,350877208335953,#350877208335953,111,4418,"39,8",non
Fintro Belgique,FintroBelgique,395398560504107,#395398560504107,111,2785,"25,1",non
Inside - RTBF,insideRTBF,120076882722028,#120076882722028,111,2670,"24,1",non
MJ Soignies,mjsoignies,169358853627113,#169358853627113,111,2387,"21,5",non
Tir' Bouchon - Bar & Events,AuTireBouchonNalinnes,1402145346776427,#1402145346776427,111,2073,"18,7",non
En Attendant La Fin Du Monde,EnAttendantLaFinDuMonde,328993903887638,#328993903887638,110,254690,"2315,4",non
Philippe Lamberts,philippelambertseurope,553328368142057,#553328368142057,110,100525,"913,9",non
Bufflardenne,Bufflardenne,319333742221622,#319333742221622,110,12499,"113,6",non
EXKi,exkirestaurants,51984229559,#51984229559,110,8262,"75,1",non
Blegny-Mine Officiel,BlegnyMine,122293174594819,#122293174594819,110,7732,"70,3",non
Durbuy Vieille Ville,visitdurbuy,111060848912280,#111060848912280,110,4099,"37,3",non
Erquelinnes et ses commerces,Erquelinnesetsescommerces,136875990291910,#136875990291910,110,3559,"32,4",non
News-Dour,NewsDour,389183811481717,#389183811481717,110,2971,27,non
Livia,MyLivia.France,161231104463837,#161231104463837,110,1813,"16,5",non
Ecolo Ville de Charleroi,ecolo.localedecharleroi,136258796540110,#136258796540110,110,1701,"15,5",non
Carrefour Market Anderlues,marketanderlues,290309634791868,#290309634791868,110,957,"8,7",non
Dinana la douce,Dinanaladouceofficielle,100052888652422,#100052888652422,109,166417,"1526,8",non
Waer Waters,WaerWaters,310791778998360,#310791778998360,109,13143,"120,6",non
Les Solidarités,LaFeteDesSolidarites,474292855966530,#474292855966530,109,12158,"111,5",non
Daddy Cookiz,daddycookiz,202788203643755,#202788203643755,109,9307,"85,4",non
Etienne Roba,etienneroba.HUY,436019293087773,#436019293087773,109,7087,65,non
Jardin botanique Meise,jardinbotaniquemeise2,1699610000000000,#1699614016930310,109,7019,"64,4",non
BeGummy,BeGummy,1059239254151122,#1059239254151122,109,6520,"59,8",non
Maria Vindevoghel,Vindevoghel.Maria,398908407540939,#398908407540939,109,4890,"44,9",non
Promotors4africa,VisionarcdurableACSESenRDC,859064657446329,#859064657446329,109,3934,"36,1",non
Charleroi Matin - VivaCité RTBF,VivaciteCharleroi,198561833544513,#198561833544513,109,3262,"29,9",oui
Ecole Sainte-Marie Seraing - Ens.Specialisé,stemariespeseraing,1486980388223813,#1486980388223813,109,3174,"29,1",non
CPAS de Silly,CPASdeSilly,1916243011984537,#1916243011984537,109,2519,"23,1",non
Cinergie.be,cinergie.be,336345436451720,#336345436451720,109,1869,"17,1",non
Boucherie De Jumet,fenomenus1,583949091740112,#583949091740112,108,102843,"952,3",non
Huawei Mobile,huaweimobilebe,812527685532311,#812527685532311,108,80589,"746,2",non
Audrey,audrey.nrj,100047276823904,#100047276823904,108,56261,"520,9",non
Passione Alfa Romeo,PassioneAlfaRomeo,418951291486143,#418951291486143,108,35851,332,non
My Life's a Cage,mylifesacage,252300794929566,#252300794929566,108,11594,"107,4",non
LaSemo,FestivalLaSemo,46908193844,#46908193844,108,10801,100,non
Athénée Royal Nestor Outer de Virton,arnovirton,1786005101670576,#1786005101670576,108,9155,"84,8",non
Foire de Libramont,FoiredeLibramont,188294511201100,#188294511201100,108,8949,"82,9",non
Le Conjugueur,leconjugueur,51970390799,#51970390799,108,7558,70,non
Cinéart Be,CineartBelgium,197197313658653,#197197313658653,108,6467,"59,9",non
Make-A-Wish Belgium South,makeawishsud.be,182298161825280,#182298161825280,108,5938,55,non
Intermarché Tubize,Intertubize,100254934911616,#100254934911616,108,5204,"48,2",non
Maiva Images Events,maivaimages,591741144248568,#591741144248568,108,4849,"44,9",non
Institut Saint-Hadelin Visé,institutsainthadelin,794907464050106,#794907464050106,108,4640,43,non
"Wamabi, bibliothèques de Waimes et Malmedy",WaimesMalmedy,244319112445781,#244319112445781,108,3704,"34,3",non
RFC Huy,rfchuy76,1609204212641186,#1609204212641186,108,2805,26,non
La Maison Du Couscous Restaurant - Venues Bar,lamaisonducouscous,561979657175499,#561979657175499,108,2730,"25,3",non
Herbalife Nutrition,HerbalifeBelgium,1665930206958233,#1665930206958233,108,2410,"22,3",non
Pecq.info,pecq.info,525371214233349,#525371214233349,108,2206,"20,4",non
AHAVA,ahavabelgium,216989168337532,#216989168337532,108,2104,"19,5",non
Commerces Malmedy,commerces.malmedy,727456857307782,#727456857307782,108,1842,"17,1",non
Bibliothèques et ludothèque communales d'Aubange,BibliothequesAubange,143237349356516,#143237349356516,108,1590,"14,7",non
MR Evere,MR4EVERE,445817118763169,#445817118763169,108,1433,"13,3",non
Zone de Police des Collines,ZoneDesCollines,1675403992523658,#1675403992523658,107,21426,"200,2",non
Alline Procap,alline.procap,130900893784837,#130900893784837,107,14744,"137,8",non
Dr Denis Mukwege Prix Nobel de la Paix 2018,NobelPeacePrizeDenisMukwege,237733669688828,#237733669688828,107,13365,"124,9",non
Tout s'explique - RTL TVI,toutsexplique.RTL,795738953802862,#795738953802862,107,11599,"108,4",non
Rulot Home Décoration,rulothomedeco,683931384956455,#683931384956455,107,10422,"97,4",non
Levis let's colour,levisletscolour,107367049350563,#107367049350563,107,6635,62,non
FIT Challenge,FITen9jours,650601468386391,#650601468386391,107,6343,"59,3",non
Théâtre jardin passion,Theatre.J.P,133018736867733,#133018736867733,107,5478,"51,2",non
Freddy Tougaux,FreddyTougauxOfficiel,100044377391525,#100044377391525,107,4804,"44,9",non
Nemesis Fighting Club,NFCBxl,101655584567541,#101655584567541,107,2955,"27,6",non
MJS de Thuin,MJSdeThuin,1076946689144965,#1076946689144965,107,2871,"26,8",non
Le Tremplin - Front de Neige,LeTremplinGrandBornand,110109752377471,#110109752377471,107,2718,"25,4",non
Le Musée Archéologique d'Arlon,museearcheoarlon,135616971489,#135616971489,107,2159,"20,2",non
Hep Taxi ! - RTBF,HepTaxi,332276405474,#332276405474,106,77546,"731,6",non
Circuit de Spa-Francorchamps,circuitspa,142435286298337,#142435286298337,106,17150,"161,8",non
Louis Yagera,yageralouis,122145086263,#122145086263,106,15421,"145,5",non
Convok,Convok,100045523790942,#100045523790942,106,9256,"87,3",non
Céline Fremault,celinefremault,470737366388554,#470737366388554,106,8352,"78,8",non
CBC Banque & Assurance,CBCBanqueEtAssurance,286270414893643,#286270414893643,106,7581,"71,5",non
Fedasil Rixensart,FedasilRixensart,309433099558441,#309433099558441,106,6547,"61,8",non
Enseignement Catholique - SEGEC,enseignement.catholique.be,314403628763286,#314403628763286,106,3595,"33,9",non
Machine gun joe,machinegunjoe.net,823985661030048,#823985661030048,106,2804,"26,5",non
Maison du Tourisme de la Forêt de Saint-Hubert,foretdesainthubert,1431915470379753,#1431915470379753,106,2646,25,non
Jeunes MR Bruxelles,JeunesMRBruxelles,498844160154421,#498844160154421,106,2464,"23,2",non
Bas les Masques - Mont Saint Guibert,BLMmsg,105090116188244,#105090116188244,106,2042,"19,3",non
Ecolo Chastre,ECOLOchastre,217724348273733,#217724348273733,106,1470,"13,9",non
Mugabe Punchlines,mugabepunchlines,914548251989857,#914548251989857,105,182895,"1741,9",non
Fabian Le Castel,FabianLeCastel,223416554360733,#223416554360733,105,68336,"650,8",non
IXINA BeLux,ixina.BeLux,311337932008,#311337932008,105,27242,"259,4",non
SOS Villages d'Enfants Belgique,SOSVillagesEnfants,112931942124523,#112931942124523,105,8378,"79,8",non
Évolution Carolo,evolutioncarolo,710281968986963,#710281968986963,105,7812,"74,4",non
Châtelet Centreville,chatelet.centreville,391075281085759,#391075281085759,105,5792,"55,2",non
Anquety Motor Sport,AnquetyMotorSport,1454222564876577,#1454222564876577,105,5768,"54,9",non
Explore.Brussels ASBL,explore.brussels.asbl,130692670418436,#130692670418436,105,4817,"45,9",non
TableTennis Belgium TV,TableTennisBelgiumTV,624738094316195,#624738094316195,105,3037,"28,9",non
Liste Braine (Braine-le-Comte),listebraine,233133056773265,#233133056773265,105,2910,"27,7",non
David Corleone Artiste,davidcorleoneartiste,757973030966009,#757973030966009,105,2520,24,non
Bruxelles - VivaCité RTBF,VivaCiteBruxelles,187954381216803,#187954381216803,105,1239,"11,8",oui
Place Royale - Bel RTL,PlaceRoyale,313749967160,#313749967160,104,107790,"1036,4",non
Baraki de Liège,baraki.de.liege.officiel,182870098417453,#182870098417453,104,97292,"935,5",non
Karrré,karrre.liege,1457477871055192,#1457477871055192,104,84481,"812,3",non
RTBF Webcréation,RTBFwebcreation,1475613696042914,#1475613696042914,104,58487,"562,4",non
ESPERANZAH! World Music Festival,FestivalEsperanzah,110616950122,#110616950122,104,14627,"140,6",non
Association Ephrata-Donner Vie à la Vie,associationephrata,159515801412750,#159515801412750,104,13285,"127,7",non
Administration communale de Morlanwelz,communedemorlanwelz,784754671675591,#784754671675591,104,11510,"110,7",non
Bruxelles Mobilité - Brussel Mobiliteit,bruxellesmobilite,302651479759878,#302651479759878,104,8226,"79,1",non
Maison du Tourisme Famenne-Ardenne Ourthe&Lesse,FamenneArdenne,150748724997077,#150748724997077,104,8054,"77,4",non
Gianni Tabbone,giatabbone,418742745353285,#418742745353285,104,6889,"66,2",non
Athénée Royal de Gembloux,atheneegbx,541351792570341,#541351792570341,104,4946,"47,6",non
Sellerie Bonhomme,sellerie.bonhomme,340161786154734,#340161786154734,104,4825,"46,4",non
Arc-en-Ciel asbl,Arc.en.Ciel.asbl,127561853976705,#127561853976705,104,3317,"31,9",non
Algeria4all.info,Algeria4all.info,1638284729737483,#1638284729737483,104,2662,"25,6",non
Actiris,Actiris,180345565345586,#180345565345586,104,2653,"25,5",non
Ziza Youssouf,ZIZAYOUSSOUF,100305884854406,#100305884854406,104,2553,"24,5",non
Centre Culturel de Nivelles - Waux-Hall,centrecultureldenivelles,184756984875844,#184756984875844,104,1955,"18,8",non
Bertier,bertierdandy,828025973913398,#828025973913398,104,1834,"17,6",non
Betuned,betuned.be,572259846517158,#572259846517158,104,1429,"13,7",non
Job à Gembloux,JobaGembloux,1458488724264575,#1458488724264575,104,1223,"11,8",non
Deceuninck,deceuninckFR,1014753245394271,#1014753245394271,103,46923,"455,6",non
Train World,trainworldmuseum,170589029744391,#170589029744391,103,15372,"149,2",non
La grande évasion - VivaCité RTBF,vivaciteLGE,340511822688474,#340511822688474,103,7231,"70,2",non
Les Libéraux Démocrates,lidemofficiel,983524558703058,#983524558703058,103,7136,"69,3",non
Festival International du Film de Mons,FestivalInternationalduFilmdeMons,241799162554527,#241799162554527,103,4703,"45,7",non
Festival de Chassepierre,festivaldechassepierre,79435663623,#79435663623,103,4143,"40,2",non
Bio-Planet,bioplanet.be,343383960228,#343383960228,103,2200,"21,4",non
BiblioLys,bibliolys,1501579863226388,#1501579863226388,103,1913,"18,6",non
DéFI Woluwe-Saint-Lambert,defi1200,880369048679166,#880369048679166,103,1819,"17,7",non
Croix-Rouge de Belgique Section Locale d'Evere,crkevere,826300340875785,#826300340875785,103,1760,"17,1",non
"Deuil, j'y participe",deuilnational,671690432929559,#671690432929559,102,1357873,"13312,5",non
Gilles Mahieu Gouverneur du Brabant wallon,gilles.mahieu,771017836376476,#771017836376476,102,10090,"98,9",non
Sans-Trace TV,jiscardosanstrace,1447541038830309,#1447541038830309,102,3927,"38,5",non
Groupe PS - Parlement Bruxellois,groupepsbruxelles,1414086858827182,#1414086858827182,102,3161,31,non
JCI Bastogne,JCI.Bastogne,308766339247164,#308766339247164,102,2053,"20,1",non
Ligue Cardio - Cardio Liga,LigueCardioLiga,190467817642675,#190467817642675,102,2001,"19,6",non
Maison Du Tourisme Haute Ardenne,maisondutourisme.hauteardenne,394681803976515,#394681803976515,102,1820,"17,8",non
Stéphane Obeid,StephaneObeidMR,263813223728024,#263813223728024,102,1692,"16,6",non
FPS régionale de Charleroi,fpsdecharleroi,1651438941814698,#1651438941814698,102,1213,"11,9",non
Fier de notre police,FierDeNotrePolice,772527182829739,#772527182829739,101,103839,"1028,1",non
Les Stars Du Net,LeStarsDuNet,155627628316243,#155627628316243,101,50847,"503,4",non
Asociatia SAVE & HOPE for DOGS / Save Romanian Strays,Saveandhopefordogs,1402059040021952,#1402059040021952,101,31305,310,non
Service Citoyen - Samenlevingsdienst,ServiceCitoyenSamenlevingsdienst,681552741902811,#681552741902811,101,5939,"58,8",non
Vétérinaires Sans Frontières,veterinairessansfrontieres,309709441397,#309709441397,101,2870,"28,4",non
Arboretum Momignies Chimay,Arboretum156,689358481086481,#689358481086481,101,1873,"18,5",non
MR Luxembourg,MRLuxembourg,172856226206068,#172856226206068,101,1167,"11,6",non
Gaetan Bartosz,GaetanBartoszFanpage,534079123330167,#534079123330167,100,31594,"315,9",non
Special Olympics Belgium,SpecialOlympicsBelgium,129798254025,#129798254025,100,8351,"83,5",non
AFC Tubize,AFCTUB,46357380513,#46357380513,100,7918,"79,2",non
Babyfrance,BabyFranceCom,159494034079276,#159494034079276,100,7547,"75,5",non
Noémie K.B,NoemieKB3,267452460596620,#267452460596620,100,4401,44,non
Kusmi Tea,kusmiteabelux,161032794345972,#161032794345972,100,4180,"41,8",non
Notre Bon Droit,notrebondroit,101097945255072,#101097945255072,100,3545,"35,5",non
FAMIWAL,FAMIWAL,377301642811694,#377301642811694,100,3493,"34,9",non
"Stéphanie Scailquin, Echevine",stephaniescailquincdh,1188596014497103,#1188596014497103,100,2856,"28,6",non
ADL Perwez,adlperwez,861661997322415,#861661997322415,100,2599,26,non
Groupe PS du Parlement de la Fédération Wallonie-Bruxelles,pspfwb,1416661331912572,#1416661331912572,100,2102,21,non
Les Commerces de Frameries,lescommercesdeFrameries,632750456768320,#632750456768320,100,2067,"20,7",non
Maison des Jeunes Orp-Jauche,mdjorpjauche,1069000289813348,#1069000289813348,100,1688,"16,9",non
Vivre à Marchin,VivreAMarchin,337264873017367,#337264873017367,100,1267,"12,7",non
Samuel Dufranne Ecolo,SamuelDufranneEcolo,300305567261887,#300305567261887,100,1131,"11,3",non
DH Foot Namurois,dhfootnamurois,389418151918313,#389418151918313,100,881,"8,8",non
